0 34.5261 687.555 7.72763 775.425 3.49803 
1 30.7365 717.432 6.8657 824.236 3.69914 
2 25.5963 702.557 9.41611 800.244 3.39013 
3 34.3354 724.011 4.5929 795.885 3.15888 
4 32.3187 729.718 6.40797 791.516 3.4905 
5 44.6923 719.751 9.28788 843.403 2.91914 
6 39.712 703.189 8.0008 821.587 3.01686 
7 30.5652 679.66 5.32081 745.255 3.64493 
8 37.0493 705.046 6.99758 729.735 3.61249 
9 33.2738 728.192 6.36687 825.189 3.57524 
10 27.4495 681.723 8.17699 743.391 3.69975 
11 32.9894 730.983 8.22447 843.052 3.38597 
12 39.2711 695.402 7.30374 788.021 2.7998 
13 22.6459 710.926 5.29437 800.773 3.25328 
14 31.3747 714.809 4.88016 801.771 3.12986 
15 32.3102 759.222 6.40657 867.967 3.89776 
16 26.1371 708.872 4.38106 841.252 3.73358 
17 33.7583 693.455 8.75859 741.814 3.93048 
18 30.204 696.072 7.77411 760.651 2.94635 
19 37.4974 719.548 7.57472 835.791 3.46607 
20 33.4263 712.404 7.3624 797.367 3.11631 
21 34.8915 682.78 8.05724 774.295 3.30282 
22 34.1593 684.655 7.7232 761.724 3.53799 
23 34.9911 682.61 8.38919 733.632 2.99262 
24 33.2765 701.516 6.34694 814.136 3.65528 
25 29.5046 704.637 6.21625 776.223 3.91279 
26 32.816 681.119 6.71344 788.643 3.41628 
27 29.617 684.246 8.04302 784.462 3.19174 
28 44.5133 731.225 8.8098 765.829 3.14216 
29 31.6207 693.146 7.37226 786.082 2.85865 
30 37.0788 718.03 5.93088 776.628 3.51337 
31 30.5585 653.999 6.63032 778.532 3.27899 
32 35.4777 703.867 6.33791 812.821 2.97793 
33 40.226 708.574 8.59029 750.54 3.34808 
34 31.5706 698.083 7.59492 794.591 3.18313 
35 31.4046 691.915 5.52311 837.898 3.4784 
36 32.8878 682.426 4.51327 762.01 3.55331 
37 34.8749 699.55 7.57482 790.04 3.23365 
38 30.3262 662.163 6.93028 779.447 2.9261 
39 36.5661 686.68 10.0167 699.264 3.40409 
40 30.0963 693.082 8.3883 792.775 3.40797 
41 35.2872 746.475 7.53813 809.832 4.20717 
42 34.3565 710.583 6.5206 798.85 3.69673 
43 28.4654 682.365 5.98032 716.228 3.62644 
44 35.0899 720.804 6.79225 833.439 3.4223 
45 38.3865 706.317 10.3653 765.821 3.57606 
46 37.3477 707.709 6.53147 807.453 3.1952 
47 31.4215 653.524 9.00946 734.127 2.94361 
48 41.1666 727.616 8.37223 779.74 4.00957 
49 36.1482 684.629 7.89185 742.782 3.09076 
50 34.23 691.457 6.81866 817.592 3.3522 
51 29.9791 680.194 7.94887 767.566 3.43342 
52 33.5592 697.492 5.86443 752.338 3.70819 
53 17.468 682.303 7.34419 698.573 3.17372 
54 33.1688 679.991 5.73687 718.583 3.10184 
55 31.9321 703.124 7.02313 800.978 3.34529 
56 37.1062 681.079 9.21529 787.063 3.30813 
57 32.2952 705.867 6.69738 778.734 3.22009 
58 29.7233 696.915 6.36072 750.945 4.11792 
59 28.7024 674.916 7.36944 728.268 3.26281 
60 40.4166 694.498 7.11462 790.683 3.43931 
61 32.3271 670.514 10.0375 774.909 3.12675 
62 26.9701 701.185 8.748 832.913 2.66983 
63 29.2588 697.408 8.34861 770.538 3.48932 
64 34.9532 708.866 7.72387 778.508 3.77432 
65 39.6978 695.702 7.8438 762.241 3.19658 
66 30.6631 665.71 6.88272 740.748 3.15441 
67 41.0099 707.729 13.1174 767.7 3.3603 
68 32.8509 709.298 7.84733 778.853 3.13949 
69 32.1336 734.47 9.20294 787.453 3.24232 
70 33.9581 720.749 7.30259 808.935 3.54745 
71 29.1103 651.958 5.45314 720.926 3.29089 
72 30.7745 682.185 9.07274 726.228 2.40329 
73 30.0976 726.005 4.91147 799.882 3.43575 
74 26.707 662.413 8.38009 736.588 3.52397 
75 32.6419 714.025 8.21386 821.972 3.43843 
76 32.0053 688.022 7.3057 723.879 2.97783 
77 31.5016 665.091 6.39999 732.162 3.00123 
78 26.5814 691.173 7.19622 769.554 2.73903 
79 36.0746 705.978 7.91893 854.106 3.0998 
80 31.8599 710.221 7.92418 791.764 3.10419 
81 34.4529 729.952 7.65486 842.33 3.20973 
82 28.7699 713.477 7.87963 790.452 4.09299 
83 34.4248 674.042 9.38674 748.462 3.31747 
84 34.64 681.395 6.70853 741.955 3.08932 
