0 35.4678 797.429 6.58098 897.703 3.52444 
1 29.3631 832.826 7.01267 890.581 3.20857 
2 17.0478 653.365 3.87603 757.008 3.38069 
3 30.9855 764.328 4.73229 833.7 3.26223 
4 17.685 759.318 2.98689 814.85 3.8428 
5 29.3615 801.434 5.40191 808.404 4.70079 
6 25.4048 689.25 6.14925 721.673 2.56638 
7 20.2434 660.307 5.3412 748.659 2.93474 
8 31.3357 753.352 5.55983 867.777 3.72692 
9 31.8741 717.127 6.66315 764.315 3.04879 
10 39.3355 758.242 6.79699 824.944 3.47611 
11 31.8387 835.499 7.9303 890.713 3.93972 
12 27.6969 769.434 4.5359 816.519 3.48814 
13 31.0375 747.591 5.85062 834.987 2.63488 
14 37.8575 806.29 6.83679 890.047 3.79754 
15 34.0854 800.576 5.06248 929.682 4.17806 
16 32.3595 755.332 5.16184 800.34 4.20476 
17 29.9018 738.682 5.19441 730.806 3.36605 
18 34.9257 855.405 5.35583 866.487 3.41765 
19 27.2489 807.567 6.7612 882.112 3.53975 
20 32.5697 815.371 7.45517 873.646 3.21907 
21 30.9196 706.321 7.35959 773.611 3.59706 
22 34.3617 774.172 7.2688 817.25 3.44939 
23 23.1879 730.714 6.05866 780.594 3.322 
24 32.8241 826.305 5.85383 928.433 3.64377 
25 28.6076 837.022 5.51363 875.567 3.50266 
26 34.1515 845.101 6.07144 921.605 4.21168 
27 34.5776 903.118 4.47181 942.712 3.6431 
28 37.4504 805.095 7.83882 829.317 3.60822 
29 30.0603 881.642 6.57776 908.169 3.9245 
30 30.622 790.756 6.52732 772.281 4.20721 
31 22.2226 756.366 4.06182 822.879 3.6598 
32 25.208 732.062 4.09648 820.347 3.31233 
33 30.5713 742.221 5.20066 803.66 3.28374 
34 26.2067 714.165 5.4866 740.466 3.37132 
35 28.4799 750.305 5.99163 893.218 4.07255 
36 31.1309 817.006 5.29364 844.756 4.06655 
37 22.1773 759.252 3.94248 742.939 3.11574 
38 32.3516 804.822 6.04817 845.541 2.78171 
39 32.0269 777.064 5.47956 793.508 2.52901 
40 31.5952 710.734 7.14123 720.156 3.28082 
41 36.2507 842.639 4.88022 857.684 3.75966 
42 28.9509 801.23 5.76957 845.109 2.90847 
43 33.6085 841.849 4.53354 904.027 3.6494 
44 32.8397 823.438 5.55144 867.976 3.9343 
45 22.1534 688.533 4.4599 749.177 2.82344 
46 37.4149 793.475 6.4432 817.858 3.26058 
47 30.917 773.174 4.63878 822.018 3.38478 
48 29.0269 802.778 5.77927 806.91 4.39616 
49 31.5848 877.111 5.73189 872.335 4.12327 
50 29.4986 787.458 5.96501 793.643 4.1322 
51 35.479 796.04 7.91866 905.591 4.20049 
52 32.5866 794.819 5.81807 896.756 3.69857 
53 26.9709 830.912 4.90212 853.782 3.37455 
54 22.6433 779.743 6.35207 820.613 2.96803 
55 34.246 845.33 5.49049 917.306 3.38157 
56 32.6557 784.487 6.00641 847.271 3.81118 
57 28.7777 839.956 6.3516 866.193 4.02017 
58 22.624 857.518 5.38139 891.898 4.1945 
59 38.9129 850.011 6.01451 893.907 3.07902 
60 41.4091 868.038 6.57323 924.561 3.80595 
61 28.265 739.985 6.83631 780.385 3.13505 
62 29.7997 834.547 6.15048 879.146 4.02068 
63 40.2447 864.349 6.4172 879.13 3.87522 
64 35.746 827.299 5.75506 890.758 3.98149 
65 31.0697 689.319 7.83878 707.548 3.27057 
66 32.7635 761.462 5.92744 798.854 3.39098 
67 44.0249 824.654 4.78528 834.942 3.69976 
68 28.9109 860.152 5.78228 915.468 4.1971 
69 27.0146 908.269 4.39445 968.634 3.90539 
70 30.1892 748.601 4.01083 841.933 3.97404 
71 29.5263 824.106 5.90851 842.658 4.06972 
72 30.0592 797.364 2.61137 792.343 3.88857 
73 26.3108 821.186 5.20376 862.977 3.98665 
74 34.385 789.182 5.1638 836.744 4.00852 
75 35.3492 787.533 6.71683 844.352 3.41791 
76 26.2489 770.25 3.94625 847.006 2.94495 
77 34.2021 832.688 5.89618 895.089 4.11 
78 27.4034 696.637 6.74788 764.666 3.07515 
79 26.7029 726.295 4.44969 791.538 3.52434 
80 25.2853 694.156 6.29773 746.853 3.59443 
81 23.7183 691.902 3.49615 727.099 3.2778 
82 30.8045 878.219 3.66743 935.982 4.67719 
83 35.6338 754.088 5.98108 795.161 3.97975 
84 30.8186 704.081 7.22639 774.607 3.25361 
85 27.9542 772.964 5.16295 830.04 3.80677 
86 24.9984 739.362 6.16796 791.207 3.17775 
87 25.1507 752.065 4.52363 766.55 3.40409 
88 27.4597 796.559 6.42438 797.026 3.67832 
89 29.2968 805.138 6.33349 883.133 3.0035 
90 25.9771 750.74 5.25594 795.476 3.92179 
91 29.5724 784.431 7.23532 842.969 4.12951 
92 32.354 712.449 8.78707 774.589 3.17935 
93 22.4606 722.57 5.98336 718.792 3.2198 
94 22.3357 855.105 3.60095 834.001 3.85211 
95 27.7292 696.739 6.50991 751.909 3.44266 
96 31.9056 696.405 6.79124 828.68 3.92333 
97 26.7858 805.54 3.06739 821.528 3.46397 
98 34.2981 877.041 4.74953 921.808 3.15846 
99 24.5777 828.198 2.61458 841.004 3.50726 
100 27.9133 859.833 5.32205 907.373 3.66752 
101 31.0369 815.124 5.01909 840.029 3.53845 
102 26.8176 758.708 5.5393 761.1 2.48712 
103 34.927 802.945 8.79271 870.546 4.24748 
104 26.8101 745.409 4.03859 745.728 3.96123 
105 32.286 726.314 5.46806 798.075 2.7655 
106 24.1013 856.293 3.39268 895.397 3.76907 
107 30.4583 844.53 4.53564 848.398 3.51623 
108 24.2357 676.979 2.67306 752.359 3.87624 
109 33.8758 817.726 6.05505 843.249 3.13351 
110 33.9635 889.3 6.17058 934.827 3.52052 
111 37.4307 866.641 6.65504 857.37 3.4233 
112 28.1535 802.829 7.26074 831.83 3.89577 
113 31.279 805.018 4.85271 811.48 3.82184 
114 20.0355 751.439 5.35287 877.266 3.59744 
115 31.3556 704.046 6.47768 751.684 3.8755 
116 24.5102 756.503 5.4088 790.593 3.6559 
